n,x,y,z,tier,method,status
4340449,,,,T5,Failed (rational residue or no matching identity),failure
4340473,,,,T5,Failed (rational residue or no matching identity),failure
4341049,,,,T5,Failed (rational residue or no matching identity),failure
4342537,,,,T5,Failed (rational residue or no matching identity),failure
4342969,,,,T5,Failed (rational residue or no matching identity),failure
4343281,,,,T5,Failed (rational residue or no matching identity),failure
4343329,,,,T5,Failed (rational residue or no matching identity),failure
4343809,,,,T5,Failed (rational residue or no matching identity),failure
4344409,,,,T5,Failed (rational residue or no matching identity),failure
4344601,,,,T5,Failed (rational residue or no matching identity),failure
4344841,,,,T5,Failed (rational residue or no matching identity),failure
4345681,,,,T5,Failed (rational residue or no matching identity),failure
4345849,,,,T5,Failed (rational residue or no matching identity),failure
4346521,,,,T5,Failed (rational residue or no matching identity),failure
4346809,,,,T5,Failed (rational residue or no matching identity),failure
4346929,,,,T5,Failed (rational residue or no matching identity),failure
4347841,,,,T5,Failed (rational residue or no matching identity),failure
4348921,,,,T5,Failed (rational residue or no matching identity),failure
4349281,,,,T5,Failed (rational residue or no matching identity),failure
4350721,,,,T5,Failed (rational residue or no matching identity),failure
4352329,,,,T5,Failed (rational residue or no matching identity),failure
4353841,,,,T5,Failed (rational residue or no matching identity),failure
4355521,,,,T5,Failed (rational residue or no matching identity),failure
4355569,,,,T5,Failed (rational residue or no matching identity),failure
4358689,,,,T5,Failed (rational residue or no matching identity),failure
4358929,,,,T5,Failed (rational residue or no matching identity),failure
4359169,,,,T5,Failed (rational residue or no matching identity),failure
4359217,,,,T5,Failed (rational residue or no matching identity),failure
4359529,,,,T5,Failed (rational residue or no matching identity),failure
4360393,,,,T5,Failed (rational residue or no matching identity),failure
4361641,,,,T5,Failed (rational residue or no matching identity),failure
4363153,,,,T5,Failed (rational residue or no matching identity),failure
4363921,,,,T5,Failed (rational residue or no matching identity),failure
4363969,,,,T5,Failed (rational residue or no matching identity),failure
4364401,,,,T5,Failed (rational residue or no matching identity),failure
4364809,,,,T5,Failed (rational residue or no matching identity),failure
4365409,,,,T5,Failed (rational residue or no matching identity),failure
4367569,,,,T5,Failed (rational residue or no matching identity),failure
4368121,,,,T5,Failed (rational residue or no matching identity),failure
4368289,,,,T5,Failed (rational residue or no matching identity),failure
4368409,,,,T5,Failed (rational residue or no matching identity),failure
4369129,,,,T5,Failed (rational residue or no matching identity),failure
4369249,,,,T5,Failed (rational residue or no matching identity),failure
4369489,,,,T5,Failed (rational residue or no matching identity),failure
4370521,,,,T5,Failed (rational residue or no matching identity),failure
4371001,,,,T5,Failed (rational residue or no matching identity),failure
4371481,,,,T5,Failed (rational residue or no matching identity),failure
4372201,,,,T5,Failed (rational residue or no matching identity),failure
4373329,,,,T5,Failed (rational residue or no matching identity),failure
4373833,,,,T5,Failed (rational residue or no matching identity),failure
4374529,,,,T5,Failed (rational residue or no matching identity),failure
4374841,,,,T5,Failed (rational residue or no matching identity),failure
4374913,,,,T5,Failed (rational residue or no matching identity),failure
4376881,,,,T5,Failed (rational residue or no matching identity),failure
4379281,,,,T5,Failed (rational residue or no matching identity),failure
4379449,,,,T5,Failed (rational residue or no matching identity),failure
4379929,,,,T5,Failed (rational residue or no matching identity),failure
4380289,,,,T5,Failed (rational residue or no matching identity),failure
4380457,,,,T5,Failed (rational residue or no matching identity),failure
4381921,,,,T5,Failed (rational residue or no matching identity),failure
4382281,,,,T5,Failed (rational residue or no matching identity),failure
4382641,,,,T5,Failed (rational residue or no matching identity),failure
4384561,,,,T5,Failed (rational residue or no matching identity),failure
4384921,,,,T5,Failed (rational residue or no matching identity),failure
4385449,,,,T5,Failed (rational residue or no matching identity),failure
4385929,,,,T5,Failed (rational residue or no matching identity),failure
4387681,,,,T5,Failed (rational residue or no matching identity),failure
4388161,,,,T5,Failed (rational residue or no matching identity),failure
4388497,,,,T5,Failed (rational residue or no matching identity),failure
4388641,,,,T5,Failed (rational residue or no matching identity),failure
4390201,,,,T5,Failed (rational residue or no matching identity),failure
4390537,,,,T5,Failed (rational residue or no matching identity),failure
4390681,,,,T5,Failed (rational residue or no matching identity),failure
4391161,,,,T5,Failed (rational residue or no matching identity),failure
4391521,,,,T5,Failed (rational residue or no matching identity),failure
4392889,,,,T5,Failed (rational residue or no matching identity),failure
4393489,,,,T5,Failed (rational residue or no matching identity),failure
4393849,,,,T5,Failed (rational residue or no matching identity),failure
4393969,,,,T5,Failed (rational residue or no matching identity),failure
4394209,,,,T5,Failed (rational residue or no matching identity),failure
4394569,,,,T5,Failed (rational residue or no matching identity),failure
4395169,,,,T5,Failed (rational residue or no matching identity),failure
4395889,,,,T5,Failed (rational residue or no matching identity),failure
4396921,,,,T5,Failed (rational residue or no matching identity),failure
4398241,,,,T5,Failed (rational residue or no matching identity),failure
4399081,,,,T5,Failed (rational residue or no matching identity),failure
4399873,,,,T5,Failed (rational residue or no matching identity),failure
4399921,,,,T5,Failed (rational residue or no matching identity),failure
4400041,,,,T5,Failed (rational residue or no matching identity),failure
4400329,,,,T5,Failed (rational residue or no matching identity),failure
4400881,,,,T5,Failed (rational residue or no matching identity),failure
4401049,,,,T5,Failed (rational residue or no matching identity),failure
4402249,,,,T5,Failed (rational residue or no matching identity),failure
4402969,,,,T5,Failed (rational residue or no matching identity),failure
4403569,,,,T5,Failed (rational residue or no matching identity),failure
4403881,,,,T5,Failed (rational residue or no matching identity),failure
4405729,,,,T5,Failed (rational residue or no matching identity),failure
4405801,,,,T5,Failed (rational residue or no matching identity),failure
4406161,,,,T5,Failed (rational residue or no matching identity),failure
4406569,,,,T5,Failed (rational residue or no matching identity),failure
4407649,,,,T5,Failed (rational residue or no matching identity),failure
4408273,,,,T5,Failed (rational residue or no matching identity),failure
4408441,,,,T5,Failed (rational residue or no matching identity),failure
4408681,,,,T5,Failed (rational residue or no matching identity),failure
4410121,,,,T5,Failed (rational residue or no matching identity),failure
4411369,,,,T5,Failed (rational residue or no matching identity),failure
4412521,,,,T5,Failed (rational residue or no matching identity),failure
4413049,,,,T5,Failed (rational residue or no matching identity),failure
4415161,,,,T5,Failed (rational residue or no matching identity),failure
4415449,,,,T5,Failed (rational residue or no matching identity),failure
4416241,,,,T5,Failed (rational residue or no matching identity),failure
4419553,,,,T5,Failed (rational residue or no matching identity),failure
4421041,,,,T5,Failed (rational residue or no matching identity),failure
4421953,,,,T5,Failed (rational residue or no matching identity),failure
4422841,,,,T5,Failed (rational residue or no matching identity),failure
4423249,,,,T5,Failed (rational residue or no matching identity),failure
4423681,,,,T5,Failed (rational residue or no matching identity),failure
4424401,,,,T5,Failed (rational residue or no matching identity),failure
4426129,,,,T5,Failed (rational residue or no matching identity),failure
4426441,,,,T5,Failed (rational residue or no matching identity),failure
4426657,,,,T5,Failed (rational residue or no matching identity),failure
4427041,,,,T5,Failed (rational residue or no matching identity),failure
4427281,,,,T5,Failed (rational residue or no matching identity),failure
4427329,,,,T5,Failed (rational residue or no matching identity),failure
4427641,,,,T5,Failed (rational residue or no matching identity),failure
4428169,,,,T5,Failed (rational residue or no matching identity),failure
4428769,,,,T5,Failed (rational residue or no matching identity),failure
4429657,,,,T5,Failed (rational residue or no matching identity),failure
4431001,,,,T5,Failed (rational residue or no matching identity),failure
4431529,,,,T5,Failed (rational residue or no matching identity),failure
4433449,,,,T5,Failed (rational residue or no matching identity),failure
4433809,,,,T5,Failed (rational residue or no matching identity),failure
4434721,,,,T5,Failed (rational residue or no matching identity),failure
4434889,,,,T5,Failed (rational residue or no matching identity),failure
4435129,,,,T5,Failed (rational residue or no matching identity),failure
4435369,,,,T5,Failed (rational residue or no matching identity),failure
4435393,,,,T5,Failed (rational residue or no matching identity),failure
4436281,,,,T5,Failed (rational residue or no matching identity),failure
4437481,,,,T5,Failed (rational residue or no matching identity),failure
4437913,,,,T5,Failed (rational residue or no matching identity),failure
4438249,,,,T5,Failed (rational residue or no matching identity),failure
4438729,,,,T5,Failed (rational residue or no matching identity),failure
4439689,,,,T5,Failed (rational residue or no matching identity),failure
4439881,,,,T5,Failed (rational residue or no matching identity),failure
4440361,,,,T5,Failed (rational residue or no matching identity),failure
4441529,,,,T5,Failed (rational residue or no matching identity),failure
4441849,,,,T5,Failed (rational residue or no matching identity),failure
4442281,,,,T5,Failed (rational residue or no matching identity),failure
4442881,,,,T5,Failed (rational residue or no matching identity),failure
4442953,,,,T5,Failed (rational residue or no matching identity),failure
4443889,,,,T5,Failed (rational residue or no matching identity),failure
4444729,,,,T5,Failed (rational residue or no matching identity),failure
4444969,,,,T5,Failed (rational residue or no matching identity),failure
4445281,,,,T5,Failed (rational residue or no matching identity),failure
4445401,,,,T5,Failed (rational residue or no matching identity),failure
4445761,,,,T5,Failed (rational residue or no matching identity),failure
4446049,,,,T5,Failed (rational residue or no matching identity),failure
4447129,,,,T5,Failed (rational residue or no matching identity),failure
4447873,,,,T5,Failed (rational residue or no matching identity),failure
4447921,,,,T5,Failed (rational residue or no matching identity),failure
4448161,,,,T5,Failed (rational residue or no matching identity),failure
4450681,,,,T5,Failed (rational residue or no matching identity),failure
4451281,,,,T5,Failed (rational residue or no matching identity),failure
4451401,,,,T5,Failed (rational residue or no matching identity),failure
4451449,,,,T5,Failed (rational residue or no matching identity),failure
4452121,,,,T5,Failed (rational residue or no matching identity),failure
4452769,,,,T5,Failed (rational residue or no matching identity),failure
4452841,,,,T5,Failed (rational residue or no matching identity),failure
4453369,,,,T5,Failed (rational residue or no matching identity),failure
4453681,,,,T5,Failed (rational residue or no matching identity),failure
4454161,,,,T5,Failed (rational residue or no matching identity),failure
4454521,,,,T5,Failed (rational residue or no matching identity),failure
4455049,,,,T5,Failed (rational residue or no matching identity),failure
4456201,,,,T5,Failed (rational residue or no matching identity),failure
4456321,,,,T5,Failed (rational residue or no matching identity),failure
4457569,,,,T5,Failed (rational residue or no matching identity),failure
4458001,,,,T5,Failed (rational residue or no matching identity),failure
4458169,,,,T5,Failed (rational residue or no matching identity),failure
4459249,,,,T5,Failed (rational residue or no matching identity),failure
4459369,,,,T5,Failed (rational residue or no matching identity),failure
4459513,,,,T5,Failed (rational residue or no matching identity),failure
4459681,,,,T5,Failed (rational residue or no matching identity),failure
4459841,,,,T5,Failed (rational residue or no matching identity),failure
4459849,,,,T5,Failed (rational residue or no matching identity),failure
4460569,,,,T5,Failed (rational residue or no matching identity),failure
4463209,,,,T5,Failed (rational residue or no matching identity),failure
4464073,,,,T5,Failed (rational residue or no matching identity),failure
4464769,,,,T5,Failed (rational residue or no matching identity),failure
4465609,,,,T5,Failed (rational residue or no matching identity),failure
4465729,,,,T5,Failed (rational residue or no matching identity),failure
4466401,,,,T5,Failed (rational residue or no matching identity),failure
4466593,,,,T5,Failed (rational residue or no matching identity),failure
4466641,,,,T5,Failed (rational residue or no matching identity),failure
4467289,,,,T5,Failed (rational residue or no matching identity),failure
4467649,,,,T5,Failed (rational residue or no matching identity),failure
4467721,,,,T5,Failed (rational residue or no matching identity),failure
4469809,,,,T5,Failed (rational residue or no matching identity),failure
4470001,,,,T5,Failed (rational residue or no matching identity),failure
4470937,,,,T5,Failed (rational residue or no matching identity),failure
4471081,,,,T5,Failed (rational residue or no matching identity),failure
4473169,,,,T5,Failed (rational residue or no matching identity),failure
4473649,,,,T5,Failed (rational residue or no matching identity),failure
4474369,,,,T5,Failed (rational residue or no matching identity),failure
4474801,,,,T5,Failed (rational residue or no matching identity),failure
4476569,,,,T5,Failed (rational residue or no matching identity),failure
4476649,,,,T5,Failed (rational residue or no matching identity),failure
4477321,,,,T5,Failed (rational residue or no matching identity),failure
4478449,,,,T5,Failed (rational residue or no matching identity),failure
4478857,,,,T5,Failed (rational residue or no matching identity),failure
4479049,,,,T5,Failed (rational residue or no matching identity),failure
4479161,,,,T5,Failed (rational residue or no matching identity),failure
4479289,,,,T5,Failed (rational residue or no matching identity),failure
4480417,,,,T5,Failed (rational residue or no matching identity),failure
4481593,,,,T5,Failed (rational residue or no matching identity),failure
4481641,,,,T5,Failed (rational residue or no matching identity),failure
4483249,,,,T5,Failed (rational residue or no matching identity),failure
4484041,,,,T5,Failed (rational residue or no matching identity),failure
4484089,,,,T5,Failed (rational residue or no matching identity),failure
4484521,,,,T5,Failed (rational residue or no matching identity),failure
4485289,,,,T5,Failed (rational residue or no matching identity),failure
4486057,,,,T5,Failed (rational residue or no matching identity),failure
4487209,,,,T5,Failed (rational residue or no matching identity),failure
4487641,,,,T5,Failed (rational residue or no matching identity),failure
4489081,,,,T5,Failed (rational residue or no matching identity),failure
4489489,,,,T5,Failed (rational residue or no matching identity),failure
4489729,,,,T5,Failed (rational residue or no matching identity),failure
4489801,,,,T5,Failed (rational residue or no matching identity),failure
4491481,,,,T5,Failed (rational residue or no matching identity),failure
4491601,,,,T5,Failed (rational residue or no matching identity),failure
4493161,,,,T5,Failed (rational residue or no matching identity),failure
4493201,,,,T5,Failed (rational residue or no matching identity),failure
4494481,,,,T5,Failed (rational residue or no matching identity),failure
4494961,,,,T5,Failed (rational residue or no matching identity),failure
4495753,,,,T5,Failed (rational residue or no matching identity),failure
4495801,,,,T5,Failed (rational residue or no matching identity),failure
4496641,,,,T5,Failed (rational residue or no matching identity),failure
4496809,,,,T5,Failed (rational residue or no matching identity),failure
4497529,,,,T5,Failed (rational residue or no matching identity),failure
4498729,,,,T5,Failed (rational residue or no matching identity),failure
4501489,,,,T5,Failed (rational residue or no matching identity),failure
4501561,,,,T5,Failed (rational residue or no matching identity),failure
4502521,,,,T5,Failed (rational residue or no matching identity),failure
4502809,,,,T5,Failed (rational residue or no matching identity),failure
4506841,,,,T5,Failed (rational residue or no matching identity),failure
4506881,,,,T5,Failed (rational residue or no matching identity),failure
4507801,,,,T5,Failed (rational residue or no matching identity),failure
4507889,,,,T5,Failed (rational residue or no matching identity),failure
4508641,,,,T5,Failed (rational residue or no matching identity),failure
4509433,,,,T5,Failed (rational residue or no matching identity),failure
4509961,,,,T5,Failed (rational residue or no matching identity),failure
4510489,,,,T5,Failed (rational residue or no matching identity),failure
4510993,,,,T5,Failed (rational residue or no matching identity),failure
4512601,,,,T5,Failed (rational residue or no matching identity),failure
4512649,,,,T5,Failed (rational residue or no matching identity),failure
4512961,,,,T5,Failed (rational residue or no matching identity),failure
4513609,,,,T5,Failed (rational residue or no matching identity),failure
4514329,,,,T5,Failed (rational residue or no matching identity),failure
4515169,,,,T5,Failed (rational residue or no matching identity),failure
4517449,,,,T5,Failed (rational residue or no matching identity),failure
4517521,,,,T5,Failed (rational residue or no matching identity),failure
4518049,,,,T5,Failed (rational residue or no matching identity),failure
4518721,,,,T5,Failed (rational residue or no matching identity),failure
4520041,,,,T5,Failed (rational residue or no matching identity),failure
4520569,,,,T5,Failed (rational residue or no matching identity),failure
4520881,,,,T5,Failed (rational residue or no matching identity),failure
4521529,,,,T5,Failed (rational residue or no matching identity),failure
4521721,,,,T5,Failed (rational residue or no matching identity),failure
4521841,,,,T5,Failed (rational residue or no matching identity),failure
4524361,,,,T5,Failed (rational residue or no matching identity),failure
4524649,,,,T5,Failed (rational residue or no matching identity),failure
4525681,,,,T5,Failed (rational residue or no matching identity),failure
4526449,,,,T5,Failed (rational residue or no matching identity),failure
4527769,,,,T5,Failed (rational residue or no matching identity),failure
4528129,,,,T5,Failed (rational residue or no matching identity),failure
4528561,,,,T5,Failed (rational residue or no matching identity),failure
4528969,,,,T5,Failed (rational residue or no matching identity),failure
4529449,,,,T5,Failed (rational residue or no matching identity),failure
4529641,,,,T5,Failed (rational residue or no matching identity),failure
4529761,,,,T5,Failed (rational residue or no matching identity),failure
4530481,,,,T5,Failed (rational residue or no matching identity),failure
4532641,,,,T5,Failed (rational residue or no matching identity),failure
4534489,,,,T5,Failed (rational residue or no matching identity),failure
4535449,,,,T5,Failed (rational residue or no matching identity),failure
4536361,,,,T5,Failed (rational residue or no matching identity),failure
4536529,,,,T5,Failed (rational residue or no matching identity),failure
4537801,,,,T5,Failed (rational residue or no matching identity),failure
4540009,,,,T5,Failed (rational residue or no matching identity),failure
4540561,,,,T5,Failed (rational residue or no matching identity),failure
4541041,,,,T5,Failed (rational residue or no matching identity),failure
4541161,,,,T5,Failed (rational residue or no matching identity),failure
4541881,,,,T5,Failed (rational residue or no matching identity),failure
4542001,,,,T5,Failed (rational residue or no matching identity),failure
4543321,,,,T5,Failed (rational residue or no matching identity),failure
4543537,,,,T5,Failed (rational residue or no matching identity),failure
4543801,,,,T5,Failed (rational residue or no matching identity),failure
4543921,,,,T5,Failed (rational residue or no matching identity),failure
4544689,,,,T5,Failed (rational residue or no matching identity),failure
4544929,,,,T5,Failed (rational residue or no matching identity),failure
4546081,,,,T5,Failed (rational residue or no matching identity),failure
4546441,,,,T5,Failed (rational residue or no matching identity),failure
4546489,,,,T5,Failed (rational residue or no matching identity),failure
4546609,,,,T5,Failed (rational residue or no matching identity),failure
4547689,,,,T5,Failed (rational residue or no matching identity),failure
4548097,,,,T5,Failed (rational residue or no matching identity),failure
4548121,,,,T5,Failed (rational residue or no matching identity),failure
4548361,,,,T5,Failed (rational residue or no matching identity),failure
4548721,,,,T5,Failed (rational residue or no matching identity),failure
4548769,,,,T5,Failed (rational residue or no matching identity),failure
4548793,,,,T5,Failed (rational residue or no matching identity),failure
4550401,,,,T5,Failed (rational residue or no matching identity),failure
4550449,,,,T5,Failed (rational residue or no matching identity),failure
4550473,,,,T5,Failed (rational residue or no matching identity),failure
4551409,,,,T5,Failed (rational residue or no matching identity),failure
4551817,,,,T5,Failed (rational residue or no matching identity),failure
4552129,,,,T5,Failed (rational residue or no matching identity),failure
4553209,,,,T5,Failed (rational residue or no matching identity),failure
4553449,,,,T5,Failed (rational residue or no matching identity),failure
4553761,,,,T5,Failed (rational residue or no matching identity),failure
4553953,,,,T5,Failed (rational residue or no matching identity),failure
4554097,,,,T5,Failed (rational residue or no matching identity),failure
4554841,,,,T5,Failed (rational residue or no matching identity),failure
4556329,,,,T5,Failed (rational residue or no matching identity),failure
4557121,,,,T5,Failed (rational residue or no matching identity),failure
4557793,,,,T5,Failed (rational residue or no matching identity),failure
4558009,,,,T5,Failed (rational residue or no matching identity),failure
4559521,,,,T5,Failed (rational residue or no matching identity),failure
4561129,,,,T5,Failed (rational residue or no matching identity),failure
4561369,,,,T5,Failed (rational residue or no matching identity),failure
4561489,,,,T5,Failed (rational residue or no matching identity),failure
4561897,,,,T5,Failed (rational residue or no matching identity),failure
4561969,,,,T5,Failed (rational residue or no matching identity),failure
4562161,,,,T5,Failed (rational residue or no matching identity),failure
4562401,,,,T5,Failed (rational residue or no matching identity),failure
4562881,,,,T5,Failed (rational residue or no matching identity),failure
4563337,,,,T5,Failed (rational residue or no matching identity),failure
4564249,,,,T5,Failed (rational residue or no matching identity),failure
4565521,,,,T5,Failed (rational residue or no matching identity),failure
4565641,,,,T5,Failed (rational residue or no matching identity),failure
4565761,,,,T5,Failed (rational residue or no matching identity),failure
4566409,,,,T5,Failed (rational residue or no matching identity),failure
4566769,,,,T5,Failed (rational residue or no matching identity),failure
4567681,,,,T5,Failed (rational residue or no matching identity),failure
4567729,,,,T5,Failed (rational residue or no matching identity),failure
4568521,,,,T5,Failed (rational residue or no matching identity),failure
4568833,,,,T5,Failed (rational residue or no matching identity),failure
4569049,,,,T5,Failed (rational residue or no matching identity),failure
4570201,,,,T5,Failed (rational residue or no matching identity),failure
4570633,,,,T5,Failed (rational residue or no matching identity),failure
4570801,,,,T5,Failed (rational residue or no matching identity),failure
4572313,,,,T5,Failed (rational residue or no matching identity),failure
4572481,,,,T5,Failed (rational residue or no matching identity),failure
4573001,,,,T5,Failed (rational residue or no matching identity),failure
4573321,,,,T5,Failed (rational residue or no matching identity),failure
4573417,,,,T5,Failed (rational residue or no matching identity),failure
4573801,,,,T5,Failed (rational residue or no matching identity),failure
4574113,,,,T5,Failed (rational residue or no matching identity),failure
4574281,,,,T5,Failed (rational residue or no matching identity),failure
4574761,,,,T5,Failed (rational residue or no matching identity),failure
4574881,,,,T5,Failed (rational residue or no matching identity),failure
4575481,,,,T5,Failed (rational residue or no matching identity),failure
4575889,,,,T5,Failed (rational residue or no matching identity),failure
4575937,,,,T5,Failed (rational residue or no matching identity),failure
4576081,,,,T5,Failed (rational residue or no matching identity),failure
4577329,,,,T5,Failed (rational residue or no matching identity),failure
4577857,,,,T5,Failed (rational residue or no matching identity),failure
4578649,,,,T5,Failed (rational residue or no matching identity),failure
4579609,,,,T5,Failed (rational residue or no matching identity),failure
4580449,,,,T5,Failed (rational residue or no matching identity),failure
4580689,,,,T5,Failed (rational residue or no matching identity),failure
4581481,,,,T5,Failed (rational residue or no matching identity),failure
4583329,,,,T5,Failed (rational residue or no matching identity),failure
4583521,,,,T5,Failed (rational residue or no matching identity),failure
4583881,,,,T5,Failed (rational residue or no matching identity),failure
4584841,,,,T5,Failed (rational residue or no matching identity),failure
4585729,,,,T5,Failed (rational residue or no matching identity),failure
4586761,,,,T5,Failed (rational residue or no matching identity),failure
4587529,,,,T5,Failed (rational residue or no matching identity),failure
4588081,,,,T5,Failed (rational residue or no matching identity),failure
4588121,,,,T5,Failed (rational residue or no matching identity),failure
4589281,,,,T5,Failed (rational residue or no matching identity),failure
4589929,,,,T5,Failed (rational residue or no matching identity),failure
4590049,,,,T5,Failed (rational residue or no matching identity),failure
4591009,,,,T5,Failed (rational residue or no matching identity),failure
4591129,,,,T5,Failed (rational residue or no matching identity),failure
4591201,,,,T5,Failed (rational residue or no matching identity),failure
4592449,,,,T5,Failed (rational residue or no matching identity),failure
4592569,,,,T5,Failed (rational residue or no matching identity),failure
4593289,,,,T5,Failed (rational residue or no matching identity),failure
4594489,,,,T5,Failed (rational residue or no matching identity),failure
4594801,,,,T5,Failed (rational residue or no matching identity),failure
4594969,,,,T5,Failed (rational residue or no matching identity),failure
4595641,,,,T5,Failed (rational residue or no matching identity),failure
4595713,,,,T5,Failed (rational residue or no matching identity),failure
4597609,,,,T5,Failed (rational residue or no matching identity),failure
4598569,,,,T5,Failed (rational residue or no matching identity),failure
4599841,,,,T5,Failed (rational residue or no matching identity),failure
4600201,,,,T5,Failed (rational residue or no matching identity),failure
4600969,,,,T5,Failed (rational residue or no matching identity),failure
4601041,,,,T5,Failed (rational residue or no matching identity),failure
4601689,,,,T5,Failed (rational residue or no matching identity),failure
4602841,,,,T5,Failed (rational residue or no matching identity),failure
4605169,,,,T5,Failed (rational residue or no matching identity),failure
4606009,,,,T5,Failed (rational residue or no matching identity),failure
4606513,,,,T5,Failed (rational residue or no matching identity),failure
4607353,,,,T5,Failed (rational residue or no matching identity),failure
4607641,,,,T5,Failed (rational residue or no matching identity),failure
4607761,,,,T5,Failed (rational residue or no matching identity),failure
4608577,,,,T5,Failed (rational residue or no matching identity),failure
4609009,,,,T5,Failed (rational residue or no matching identity),failure
4609081,,,,T5,Failed (rational residue or no matching identity),failure
4609369,,,,T5,Failed (rational residue or no matching identity),failure
4611961,,,,T5,Failed (rational residue or no matching identity),failure
4612921,,,,T5,Failed (rational residue or no matching identity),failure
4612969,,,,T5,Failed (rational residue or no matching identity),failure
4614289,,,,T5,Failed (rational residue or no matching identity),failure
4614481,,,,T5,Failed (rational residue or no matching identity),failure
4614721,,,,T5,Failed (rational residue or no matching identity),failure
4615561,,,,T5,Failed (rational residue or no matching identity),failure
4617601,,,,T5,Failed (rational residue or no matching identity),failure
4618681,,,,T5,Failed (rational residue or no matching identity),failure
4620289,,,,T5,Failed (rational residue or no matching identity),failure
4620529,,,,T5,Failed (rational residue or no matching identity),failure
4621801,,,,T5,Failed (rational residue or no matching identity),failure
4622809,,,,T5,Failed (rational residue or no matching identity),failure
4623721,,,,T5,Failed (rational residue or no matching identity),failure
4624129,,,,T5,Failed (rational residue or no matching identity),failure
4624489,,,,T5,Failed (rational residue or no matching identity),failure
4626169,,,,T5,Failed (rational residue or no matching identity),failure
4626649,,,,T5,Failed (rational residue or no matching identity),failure
4626673,,,,T5,Failed (rational residue or no matching identity),failure
4627681,,,,T5,Failed (rational residue or no matching identity),failure
4628161,,,,T5,Failed (rational residue or no matching identity),failure
4629529,,,,T5,Failed (rational residue or no matching identity),failure
4630609,,,,T5,Failed (rational residue or no matching identity),failure
4630729,,,,T5,Failed (rational residue or no matching identity),failure
4631713,,,,T5,Failed (rational residue or no matching identity),failure
4632241,,,,T5,Failed (rational residue or no matching identity),failure
4633561,,,,T5,Failed (rational residue or no matching identity),failure
4633721,,,,T5,Failed (rational residue or no matching identity),failure
4634881,,,,T5,Failed (rational residue or no matching identity),failure
4635409,,,,T5,Failed (rational residue or no matching identity),failure
4635889,,,,T5,Failed (rational residue or no matching identity),failure
4636921,,,,T5,Failed (rational residue or no matching identity),failure
4638001,,,,T5,Failed (rational residue or no matching identity),failure
4639009,,,,T5,Failed (rational residue or no matching identity),failure
4639177,,,,T5,Failed (rational residue or no matching identity),failure
4639489,,,,T5,Failed (rational residue or no matching identity),failure
4639633,,,,T5,Failed (rational residue or no matching identity),failure
4640497,,,,T5,Failed (rational residue or no matching identity),failure
4640761,,,,T5,Failed (rational residue or no matching identity),failure
4642009,,,,T5,Failed (rational residue or no matching identity),failure
4644529,,,,T5,Failed (rational residue or no matching identity),failure
4644649,,,,T5,Failed (rational residue or no matching identity),failure
4647121,,,,T5,Failed (rational residue or no matching identity),failure
4648009,,,,T5,Failed (rational residue or no matching identity),failure
4649401,,,,T5,Failed (rational residue or no matching identity),failure
4649521,,,,T5,Failed (rational residue or no matching identity),failure
4649761,,,,T5,Failed (rational residue or no matching identity),failure
4649929,,,,T5,Failed (rational residue or no matching identity),failure
4651249,,,,T5,Failed (rational residue or no matching identity),failure
4652761,,,,T5,Failed (rational residue or no matching identity),failure
4652881,,,,T5,Failed (rational residue or no matching identity),failure
4653097,,,,T5,Failed (rational residue or no matching identity),failure
4653289,,,,T5,Failed (rational residue or no matching identity),failure
4654049,,,,T5,Failed (rational residue or no matching identity),failure
4654201,,,,T5,Failed (rational residue or no matching identity),failure
4654609,,,,T5,Failed (rational residue or no matching identity),failure
4654649,,,,T5,Failed (rational residue or no matching identity),failure
4655641,,,,T5,Failed (rational residue or no matching identity),failure
4655809,,,,T5,Failed (rational residue or no matching identity),failure
4655881,,,,T5,Failed (rational residue or no matching identity),failure
4656721,,,,T5,Failed (rational residue or no matching identity),failure
4657129,,,,T5,Failed (rational residue or no matching identity),failure
4658161,,,,T5,Failed (rational residue or no matching identity),failure
4658417,,,,T5,Failed (rational residue or no matching identity),failure
4658809,,,,T5,Failed (rational residue or no matching identity),failure
4660441,,,,T5,Failed (rational residue or no matching identity),failure
4660657,,,,T5,Failed (rational residue or no matching identity),failure
4660801,,,,T5,Failed (rational residue or no matching identity),failure
4661497,,,,T5,Failed (rational residue or no matching identity),failure
4665049,,,,T5,Failed (rational residue or no matching identity),failure
4665721,,,,T5,Failed (rational residue or no matching identity),failure
4667569,,,,T5,Failed (rational residue or no matching identity),failure
4667881,,,,T5,Failed (rational residue or no matching identity),failure
4668049,,,,T5,Failed (rational residue or no matching identity),failure
4669009,,,,T5,Failed (rational residue or no matching identity),failure
4669081,,,,T5,Failed (rational residue or no matching identity),failure
4669729,,,,T5,Failed (rational residue or no matching identity),failure
4669921,,,,T5,Failed (rational residue or no matching identity),failure
4670929,,,,T5,Failed (rational residue or no matching identity),failure
4671241,,,,T5,Failed (rational residue or no matching identity),failure
4672009,,,,T5,Failed (rational residue or no matching identity),failure
4672441,,,,T5,Failed (rational residue or no matching identity),failure
4673161,,,,T5,Failed (rational residue or no matching identity),failure
4673329,,,,T5,Failed (rational residue or no matching identity),failure
4673833,,,,T5,Failed (rational residue or no matching identity),failure
4674049,,,,T5,Failed (rational residue or no matching identity),failure
4674169,,,,T5,Failed (rational residue or no matching identity),failure
4674457,,,,T5,Failed (rational residue or no matching identity),failure
